month,agemths,outcometype,agemths,sex,speutered,breed,black,unpopular
8,8,0,8,0,1.0,Domestic Shorthair Mix,0,0
5,12,2,12,0,1.0,Alaskan Husky/Australian Shepherd,0,0
4,1,2,1,0,0.0,Pit Bull Mix,0,1
8,2,0,2,1,1.0,Domestic Longhair Mix,0,0
1,72,4,72,0,1.0,Labrador Retriever/Beagle,0,0
5,36,1,36,1,1.0,Pit Bull Mix,0,1
9,1,4,1,0,0.0,Domestic Shorthair Mix,0,0
10,36,2,36,1,1.0,Blue Lacy Mix,0,0
4,84,1,84,1,1.0,Dalmatian Mix,0,0
1,3,2,3,2,Unknown,Domestic Shorthair Mix,1,0
10,12,1,12,1,0.0,American Bulldog Mix,0,0
2,60,2,60,0,1.0,Domestic Shorthair Mix,0,0
8,12,1,12,0,1.0,Pit Bull Mix,0,1
5,60,1,60,1,1.0,Pit Bull Mix,0,1
10,24,2,24,1,1.0,Pit Bull Mix,0,1
10,24,0,24,0,1.0,Cairn Terrier Mix,0,0
5,0,2,0,0,0.0,Domestic Longhair Mix,0,0
8,24,0,24,1,1.0,Dachshund Mix,0,0
12,48,0,48,0,1.0,Beagle/Chihuahua Shorthair,0,0
2,1,0,1,1,1.0,Labrador Retriever Mix,0,0
8,96,0,96,1,1.0,Domestic Shorthair Mix,0,0
12,120,3,120,0,1.0,Siamese Mix,0,0
12,2,2,2,1,0.0,Domestic Shorthair Mix,1,0
10,2,2,2,0,1.0,Chihuahua Shorthair,1,0
6,2,2,2,0,1.0,Domestic Medium Hair Mix,0,0
4,12,1,12,2,Unknown,Dachshund,0,0
12,60,1,60,0,1.0,German Shepherd Mix,0,1
11,2,2,2,1,0.0,Russian Blue Mix,0,0
7,48,0,48,1,1.0,Domestic Shorthair Mix,0,0
12,6,0,6,0,0.0,Domestic Shorthair Mix,1,0
9,60,2,60,1,1.0,Domestic Shorthair Mix,1,0
4,48,0,48,0,1.0,Chihuahua Shorthair Mix,0,1
8,84,0,84,0,1.0,German Shepherd,0,0
8,5,0,5,0,1.0,Domestic Shorthair Mix,0,0
11,3,2,3,0,0.0,Norfolk Terrier/Dachshund Wirehair,0,0
9,3,0,3,0,1.0,Dachshund Mix,0,0
10,132,0,132,1,1.0,Labrador Retriever Mix,0,0
8,84,1,84,0,1.0,Chihuahua Shorthair Mix,0,1
8,12,0,12,1,1.0,Domestic Shorthair Mix,0,0
1,8,2,8,1,0.0,Labrador Retriever Mix,0,0
9,108,4,108,1,1.0,Pit Bull Mix,0,1
4,1,2,1,0,0.0,Shih Tzu Mix,0,0
7,2,0,2,0,1.0,Domestic Shorthair Mix,1,0
7,24,1,24,1,1.0,German Shepherd/Labrador Retriever,0,0
3,24,2,24,0,1.0,American Pit Bull Terrier Mix,0,0
6,36,1,36,1,1.0,German Wirehaired Pointer Mix,0,0
7,2,0,2,1,1.0,Domestic Shorthair Mix,0,0
8,3,2,3,0,0.0,Domestic Shorthair Mix,0,0
10,120,1,120,0,1.0,Great Pyrenees Mix,0,0
5,72,4,72,0,0.0,Chihuahua Shorthair/Miniature Pinscher,1,0
7,0,2,0,0,0.0,Chihuahua Longhair Mix,0,0
12,12,0,12,1,1.0,Chihuahua Shorthair,0,0
12,24,1,24,0,1.0,German Shepherd Mix,0,1
12,5,0,5,0,1.0,Domestic Shorthair Mix,0,0
2,36,0,36,1,1.0,Pit Bull/Boxer,0,0
4,36,0,36,0,1.0,Rottweiler Mix,0,1
6,84,0,84,0,1.0,Labrador Retriever Mix,0,0
9,24,2,24,0,1.0,Australian Cattle Dog Mix,0,0
6,24,0,24,1,1.0,Pit Bull Mix,0,1
5,96,4,96,0,0.0,Chow Chow Mix,0,0
6,10,0,10,0,1.0,Tibetan Spaniel Mix,0,0
10,48,1,48,1,0.0,Chihuahua Shorthair,0,0
5,2,0,2,0,1.0,Manx Mix,0,0
3,12,2,12,2,Unknown,Domestic Shorthair Mix,0,0
10,2,2,2,1,0.0,Domestic Shorthair,0,0
11,2,0,2,0,1.0,Domestic Shorthair Mix,1,0
4,36,4,36,1,1.0,Labrador Retriever/Siberian Husky,0,0
1,24,2,24,0,0.0,Domestic Shorthair Mix,0,0
11,48,0,48,1,1.0,Chihuahua Shorthair Mix,0,1
1,1,0,1,0,1.0,Miniature Poodle Mix,0,0
12,84,1,84,1,1.0,Rottweiler/Labrador Retriever,0,0
11,12,2,12,1,1.0,Domestic Shorthair Mix,0,0
10,24,0,24,0,1.0,Chihuahua Shorthair Mix,0,1
4,12,1,12,1,1.0,Domestic Shorthair Mix,1,0
12,24,2,24,1,1.0,Pit Bull Mix,0,1
1,10,2,10,0,1.0,Pit Bull Mix,0,1
5,36,0,36,1,1.0,Labrador Retriever,1,0
12,12,1,12,1,0.0,German Shepherd,0,0
10,2,0,2,1,1.0,Domestic Shorthair Mix,0,0
12,12,0,12,1,1.0,Pit Bull Mix,0,1
11,60,0,60,1,1.0,Pit Bull Mix,0,1
2,2,0,2,0,1.0,Domestic Shorthair Mix,0,0
6,12,2,12,0,1.0,Domestic Shorthair Mix,0,0
6,0,2,0,2,Unknown,Domestic Shorthair Mix,0,0
10,144,1,144,1,1.0,Chow Chow Mix,0,0
9,72,1,72,0,1.0,Dachshund,0,0
11,2,0,2,0,1.0,Domestic Medium Hair Mix,0,0
2,8,0,8,1,1.0,Australian Kelpie Mix,0,0
12,24,2,24,1,1.0,Black Mouth Cur/Boxer,0,0
9,12,2,12,1,1.0,Domestic Shorthair Mix,0,0
4,0,2,0,2,Unknown,Domestic Shorthair Mix,1,0
5,36,1,36,0,1.0,Cairn Terrier Mix,0,0
6,0,2,0,2,Unknown,Domestic Longhair Mix,0,0
4,24,4,24,1,0.0,Pit Bull Mix,0,1
3,24,2,24,1,1.0,Miniature Schnauzer Mix,0,0
2,60,0,60,1,1.0,Cairn Terrier Mix,0,0
1,60,2,60,0,1.0,Labrador Retriever/Australian Cattle Dog,0,0
8,96,0,96,1,1.0,Domestic Shorthair Mix,0,0
11,3,0,3,0,1.0,Domestic Shorthair Mix,0,0
7,2,0,2,0,1.0,Domestic Medium Hair Mix,0,0
3,36,2,36,0,1.0,Labrador Retriever Mix,0,0
5,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
11,0,2,0,1,0.0,Yorkshire Terrier Mix,0,0
2,12,0,12,0,1.0,Anatol Shepherd/Catahoula,0,0
9,6,0,6,1,1.0,Domestic Shorthair Mix,0,0
8,0,2,0,0,0.0,Domestic Shorthair Mix,1,0
2,84,1,84,0,1.0,Shih Tzu Mix,0,0
4,0,2,0,1,0.0,Domestic Shorthair Mix,0,0
10,1,2,1,1,0.0,Domestic Shorthair Mix,0,0
11,2,0,2,0,1.0,Domestic Shorthair Mix,1,0
1,24,0,24,1,1.0,Labrador Retriever Mix,1,0
4,60,4,60,0,0.0,Siamese Mix,0,0
11,12,1,12,1,0.0,Australian Cattle Dog Mix,0,0
1,96,1,96,0,1.0,Domestic Shorthair Mix,0,0
5,24,0,24,0,1.0,Chihuahua Shorthair/Beagle,0,0
5,3,2,3,1,1.0,Pit Bull Mix,0,1
10,12,2,12,1,0.0,Rat Terrier/Beagle,0,0
6,12,0,12,0,1.0,Border Collie Mix,0,0
1,3,0,3,1,1.0,Domestic Medium Hair Mix,1,0
10,0,3,0,0,0.0,Domestic Shorthair Mix,1,0
12,12,2,12,0,1.0,Pit Bull Mix,0,1
8,12,4,12,0,0.0,Domestic Shorthair Mix,0,0
6,0,4,0,1,0.0,Domestic Shorthair,0,0
10,0,2,0,1,0.0,Domestic Longhair Mix,1,0
7,1,2,1,1,0.0,Domestic Shorthair Mix,0,0
6,8,2,8,0,1.0,Domestic Shorthair Mix,0,0
4,1,2,1,0,0.0,Pit Bull Mix,0,1
11,12,2,12,0,1.0,Labrador Retriever/Australian Cattle Dog,0,0
7,12,1,12,1,0.0,American Pit Bull Terrier Mix,0,0
4,96,1,96,1,1.0,Labrador Retriever Mix,0,0
4,36,1,36,1,1.0,Labrador Retriever Mix,1,0
5,12,1,12,0,0.0,Chihuahua Shorthair Mix,1,1
7,24,0,24,0,1.0,Chihuahua Shorthair Mix,0,1
10,60,2,60,1,1.0,Domestic Shorthair Mix,0,0
9,1,2,1,1,0.0,Domestic Shorthair Mix,1,0
3,12,0,12,0,1.0,Miniature Schnauzer/Miniature Poodle,0,0
12,2,2,2,0,1.0,Domestic Medium Hair Mix,0,0
11,12,0,12,0,1.0,German Shepherd Mix,0,1
11,24,4,24,1,0.0,Pit Bull Mix,0,1
12,12,0,12,1,1.0,Domestic Shorthair Mix,0,0
10,3,2,3,0,0.0,Domestic Shorthair Mix,0,0
3,7,2,7,2,Unknown,Domestic Longhair Mix,0,0
4,36,4,36,1,1.0,Australian Shepherd Mix,0,0
4,2,0,2,0,1.0,Rat Terrier Mix,0,0
11,96,1,96,0,1.0,American Bulldog Mix,0,0
11,2,0,2,1,1.0,Domestic Medium Hair Mix,0,0
11,36,1,36,0,1.0,Pit Bull Mix,0,1
2,1,0,1,0,1.0,Labrador Retriever Mix,0,0
10,12,2,12,0,1.0,Siberian Husky Mix,0,0
11,0,3,0,0,0.0,Domestic Shorthair Mix,0,0
5,10,1,10,1,1.0,American Staffordshire Terrier Mix,0,0
12,36,2,36,0,1.0,Chihuahua Shorthair Mix,0,1
2,48,0,48,1,1.0,Dachshund Mix,0,0
9,72,0,72,0,1.0,Pit Bull Mix,0,1
3,12,2,12,0,1.0,Domestic Shorthair Mix,0,0
7,12,2,12,2,Unknown,Domestic Shorthair Mix,0,0
6,24,1,24,1,1.0,Pit Bull Mix,0,1
1,36,0,36,0,1.0,Catahoula Mix,0,0
3,0,2,0,2,Unknown,Domestic Shorthair Mix,0,0
10,0,2,0,1,0.0,Domestic Shorthair Mix,0,0
1,24,0,24,1,1.0,Siamese Mix,0,0
12,24,1,24,1,1.0,Labrador Retriever Mix,0,0
11,72,1,72,1,1.0,Siamese Mix,0,0
4,10,1,10,0,0.0,Golden Retriever/Standard Poodle,0,0
2,9,0,9,0,1.0,Domestic Shorthair Mix,1,0
11,24,2,24,0,1.0,Chihuahua Shorthair Mix,0,1
1,2,2,2,1,0.0,Labrador Retriever Mix,0,0
11,3,0,3,1,1.0,Chihuahua Shorthair/Beagle,0,0
8,60,2,60,1,1.0,Chihuahua Shorthair Mix,0,1
1,108,0,108,0,1.0,Chihuahua Shorthair Mix,0,1
12,36,1,36,1,1.0,Flat Coat Retriever Mix,1,0
11,3,0,3,0,1.0,Domestic Shorthair Mix,0,0
6,36,0,36,0,1.0,Toy Poodle Mix,1,0
6,1,0,1,1,0.0,Domestic Longhair Mix,0,0
4,36,0,36,0,1.0,Chihuahua Shorthair Mix,0,1
11,12,1,12,0,1.0,Rhod Ridgeback Mix,0,0
3,120,2,120,0,1.0,Domestic Shorthair Mix,0,0
5,12,2,12,0,0.0,Domestic Medium Hair Mix,0,0
12,36,1,36,1,1.0,Great Pyrenees Mix,0,0
6,0,2,0,1,0.0,Domestic Shorthair Mix,0,0
7,12,1,12,1,1.0,Pit Bull Mix,0,1
8,2,0,2,1,1.0,Chihuahua Shorthair Mix,0,1
4,5,0,5,0,1.0,Rottweiler/German Shepherd,0,0
6,0,2,0,1,0.0,Domestic Shorthair Mix,0,0
9,5,2,5,0,0.0,Australian Cattle Dog/Catahoula,0,0
11,144,1,144,0,1.0,Cardigan Welsh Corgi Mix,0,0
7,2,0,2,0,1.0,Labrador Retriever Mix,0,0
4,108,1,108,0,1.0,Pit Bull,0,1
8,1,2,1,1,0.0,Pit Bull Mix,0,1
8,108,0,108,1,1.0,Labrador Retriever/German Shepherd,0,0
10,12,2,12,1,0.0,Miniature Pinscher Mix,0,0
11,12,2,12,1,0.0,Miniature Pinscher Mix,0,0
11,10,0,10,0,1.0,Dachshund Mix,1,0
1,36,4,36,1,0.0,Pit Bull Mix,0,1
12,12,2,12,1,1.0,Domestic Shorthair Mix,0,0
3,5,0,5,1,1.0,Tonkinese Mix,0,0
1,12,0,12,1,1.0,Miniature Poodle Mix,0,0
12,11,1,11,0,0.0,Doberman Pinsch Mix,0,0
7,10,0,10,1,1.0,Soft Coated Wheaten Terrier Mix,0,0
6,12,2,12,2,Unknown,Domestic Longhair Mix,0,0
10,24,1,24,0,1.0,Siamese Mix,0,0
9,6,2,6,2,Unknown,Domestic Shorthair Mix,1,0
7,5,2,5,0,1.0,Labrador Retriever Mix,0,0
11,96,1,96,0,1.0,Miniature Poodle Mix,0,0
12,6,2,6,1,1.0,Domestic Medium Hair Mix,0,0
10,2,0,2,1,1.0,Australian Cattle Dog Mix,0,0
6,24,1,24,1,1.0,Siberian Husky Mix,0,0
1,4,2,4,1,0.0,Snowshoe Mix,0,0
11,10,1,10,0,1.0,Labrador Retriever/Boston Terrier,0,0
5,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
11,0,2,0,1,0.0,Domestic Shorthair Mix,0,0
8,0,2,0,1,0.0,Domestic Shorthair Mix,0,0
12,24,0,24,0,1.0,Pit Bull Mix,0,1
1,4,0,4,1,1.0,American Bulldog Mix,0,0
11,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
8,12,2,12,0,1.0,Domestic Shorthair Mix,0,0
11,2,2,2,1,0.0,Domestic Shorthair Mix,0,0
10,36,4,36,0,1.0,Staffordshire Mix,0,0
7,1,4,1,0,0.0,Domestic Shorthair Mix,1,0
7,3,0,3,0,1.0,Domestic Shorthair Mix,0,0
6,2,0,2,0,1.0,Labrador Retriever Mix,0,0
8,12,2,12,2,Unknown,Domestic Shorthair Mix,1,0
5,36,0,36,1,1.0,Labrador Retriever Mix,0,0
4,24,0,24,1,1.0,Dachshund Mix,0,0
2,12,0,12,0,1.0,Chihuahua Shorthair Mix,0,1
1,10,0,10,1,1.0,Cardigan Welsh Corgi/Chihuahua Shorthair,0,0
4,60,0,60,0,1.0,Toy Fox Terrier Mix,0,0
5,0,2,0,2,Unknown,Domestic Shorthair Mix,0,0
8,2,2,2,0,1.0,Domestic Shorthair Mix,0,0
10,96,4,96,0,1.0,Domestic Shorthair Mix,0,0
10,24,0,24,1,1.0,Welsh Springer Spaniel,0,0
7,12,0,12,1,1.0,Domestic Shorthair Mix,0,0
10,12,2,12,1,1.0,Domestic Shorthair Mix,0,0
8,72,2,72,0,1.0,Domestic Shorthair Mix,0,0
12,24,2,24,1,1.0,Domestic Shorthair Mix,0,0
7,3,0,3,1,1.0,Domestic Shorthair Mix,0,0
5,2,0,2,1,1.0,Domestic Shorthair Mix,0,0
9,0,2,0,2,Unknown,Domestic Shorthair Mix,0,0
11,120,2,120,0,1.0,Domestic Shorthair Mix,0,0
10,48,1,48,0,1.0,Chihuahua Shorthair/Rat Terrier,0,0
9,4,0,4,0,1.0,Domestic Shorthair Mix,0,0
1,24,0,24,0,1.0,Labrador Retriever Mix,0,0
1,36,0,36,1,1.0,Labrador Retriever/Boxer,0,0
11,6,2,6,0,0.0,Entlebucher Mix,0,0
6,24,0,24,1,1.0,Rat Terrier Mix,0,0
5,144,2,144,1,1.0,Miniature Poodle Mix,0,0
9,1,2,1,0,0.0,Domestic Shorthair Mix,0,0
12,6,2,6,1,0.0,Chihuahua Shorthair Mix,0,1
10,24,1,24,0,0.0,West Highland Mix,0,0
5,0,2,0,2,Unknown,Domestic Shorthair Mix,0,0
10,36,0,36,1,1.0,Collie Smooth Mix,0,0
5,156,2,156,1,1.0,Border Collie Mix,0,0
1,12,0,12,0,1.0,Miniature Poodle Mix,0,0
11,48,0,48,0,1.0,Labrador Retriever/Beagle,0,0
11,12,2,12,1,1.0,Chihuahua Shorthair,0,0
6,0,2,0,2,Unknown,Domestic Shorthair Mix,0,0
10,60,4,60,1,0.0,Himalayan Mix,0,0
5,2,0,2,1,1.0,Domestic Shorthair Mix,0,0
11,1,2,1,1,0.0,Domestic Longhair Mix,0,0
9,60,1,60,0,1.0,Toy Poodle Mix,0,0
11,48,1,48,1,1.0,Australian Cattle Dog Mix,0,0
6,24,1,24,0,0.0,Domestic Shorthair Mix,0,0
3,48,1,48,1,0.0,Cavalier Span Mix,0,0
12,2,0,2,0,1.0,Domestic Shorthair Mix,0,0
8,1,0,1,0,1.0,German Shepherd/Labrador Retriever,0,0
9,60,4,60,0,1.0,Domestic Shorthair Mix,0,0
3,48,1,48,1,1.0,Chihuahua Longhair Mix,0,0
6,2,0,2,1,1.0,Domestic Longhair Mix,0,0
6,2,2,2,0,0.0,Domestic Shorthair Mix,0,0
2,7,2,7,1,1.0,Domestic Medium Hair Mix,0,0
2,24,0,24,1,1.0,Domestic Shorthair Mix,0,0
4,3,0,3,0,1.0,Domestic Shorthair Mix,0,0
6,36,2,36,0,1.0,Chihuahua Shorthair Mix,0,1
10,156,1,156,1,1.0,Chow Chow Mix,0,0
5,2,0,2,0,1.0,Domestic Shorthair Mix,1,0
1,12,0,12,1,1.0,Domestic Shorthair Mix,0,0
1,108,0,108,1,1.0,Pit Bull Mix,0,1
7,1,0,1,1,1.0,Chihuahua Shorthair/Cairn Terrier,1,0
8,12,0,12,0,1.0,Dachshund/Australian Cattle Dog,0,0
1,60,1,60,1,1.0,Domestic Shorthair Mix,0,0
12,36,0,36,0,1.0,Dachshund Mix,0,0
11,84,2,84,0,1.0,Rat Terrier Mix,0,0
1,24,2,24,0,0.0,Domestic Shorthair Mix,0,0
8,36,0,36,1,1.0,Labrador Retriever/Pointer,0,0
2,12,0,12,0,1.0,Labrador Retriever/Chinese Sharpei,0,0
6,60,1,60,0,0.0,Pit Bull Mix,0,1
9,1,2,1,1,0.0,Flat Coat Retriever/Pit Bull,0,0
7,5,0,5,0,1.0,Australian Cattle Dog Mix,0,0
7,0,2,0,1,0.0,Domestic Shorthair Mix,1,0
6,2,0,2,0,1.0,Black Mouth Cur Mix,0,0
7,36,1,36,1,1.0,Pit Bull Mix,0,1
8,24,1,24,0,1.0,German Shepherd Mix,0,1
10,12,1,12,0,0.0,Yorkshire Terrier Mix,0,0
2,24,0,24,0,1.0,Domestic Shorthair Mix,0,0
1,48,1,48,1,1.0,Siberian Husky Mix,0,0
12,12,2,12,1,1.0,Pit Bull Mix,0,1
10,12,0,12,0,1.0,German Shepherd/Black/Tan Hound,0,0
2,108,2,108,1,1.0,Pit Bull Mix,0,1
11,12,2,12,1,1.0,Chihuahua Shorthair Mix,0,1
5,36,2,36,0,0.0,Bengal Mix,0,0
12,12,0,12,1,1.0,Domestic Shorthair Mix,0,0
6,0,2,0,1,0.0,Domestic Shorthair Mix,0,0
5,24,1,24,1,0.0,Shih Tzu Mix,0,0
4,12,0,12,1,1.0,Plott Hound Mix,0,0
11,36,1,36,0,0.0,Australian Cattle Dog Mix,0,0
5,3,0,3,1,1.0,Miniature Pinscher/Chihuahua Shorthair,0,0
6,12,0,12,1,1.0,Australian Cattle Dog Mix,0,0
5,0,2,0,1,0.0,Domestic Shorthair Mix,0,0
11,2,2,2,0,0.0,Domestic Shorthair Mix,0,0
8,5,0,5,1,1.0,Miniature Schnauzer Mix,0,0
3,48,1,48,0,1.0,Dachshund Mix,0,0
10,2,0,2,0,1.0,Beagle Mix,0,0
10,6,2,6,1,1.0,German Shepherd Mix,0,1
10,0,2,0,2,Unknown,Domestic Shorthair Mix,0,0
10,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
4,48,1,48,1,1.0,Chihuahua Shorthair Mix,0,1
7,2,2,2,0,1.0,Domestic Medium Hair Mix,0,0
7,36,0,36,0,1.0,Australian Cattle Dog Mix,0,0
2,8,0,8,0,1.0,Domestic Shorthair Mix,0,0
4,4,2,4,0,0.0,Domestic Shorthair Mix,0,0
6,2,0,2,0,1.0,Domestic Shorthair Mix,0,0
1,24,0,24,1,1.0,German Shepherd,0,0
1,156,2,156,1,1.0,Domestic Longhair Mix,1,0
1,36,2,36,0,1.0,Chihuahua Shorthair Mix,0,1
11,72,0,72,1,1.0,Harrier Mix,0,0
8,24,2,24,1,1.0,Catahoula Mix,0,0
12,7,2,7,0,1.0,Standard Poodle,0,0
11,24,1,24,1,1.0,Domestic Shorthair Mix,0,0
12,36,1,36,1,1.0,Boxer Mix,0,0
9,0,2,0,2,Unknown,Domestic Shorthair Mix,0,0
10,2,0,2,0,1.0,Domestic Shorthair Mix,0,0
10,36,1,36,1,1.0,Australian Cattle Dog Mix,0,0
2,24,2,24,1,0.0,Domestic Shorthair Mix,0,0
5,6,0,6,0,1.0,Rottweiler Mix,0,1
3,120,4,120,1,0.0,Boxer Mix,0,0
3,12,0,12,0,1.0,Domestic Shorthair Mix,1,0
12,24,2,24,1,0.0,Shih Tzu Mix,0,0
8,24,2,24,0,1.0,Golden Retriever/Chow Chow,0,0
8,2,0,2,1,1.0,Domestic Shorthair Mix,0,0
11,24,1,24,1,1.0,Dalmatian Mix,0,0
4,36,1,36,1,1.0,Lhasa Apso/West Highland,0,0
9,0,2,0,1,0.0,Domestic Shorthair Mix,0,0
12,24,1,24,0,1.0,Domestic Shorthair Mix,0,0
3,2,2,2,0,1.0,Pointer/American Pit Bull Terrier,0,0
10,48,0,48,1,1.0,Beagle/Cocker Spaniel,0,0
7,2,0,2,0,1.0,Domestic Shorthair Mix,0,0
12,2,0,2,1,1.0,Domestic Shorthair Mix,0,0
9,0,2,0,2,Unknown,Domestic Shorthair Mix,0,0
10,12,4,12,0,1.0,Pit Bull Mix,0,1
1,12,0,12,1,1.0,Maine Coon Mix,0,0
12,60,4,60,0,1.0,Domestic Shorthair Mix,0,0
6,2,0,2,1,1.0,Anatol Shepherd Mix,0,0
1,36,1,36,0,1.0,Border Collie Mix,0,0
5,12,0,12,1,1.0,Beagle/Black Mouth Cur,0,0
3,9,2,9,1,0.0,Domestic Medium Hair Mix,0,0
9,12,1,12,1,1.0,Chihuahua Shorthair Mix,0,1
11,24,2,24,0,1.0,Chihuahua Longhair Mix,0,0
10,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
2,12,1,12,0,1.0,Labrador Retriever Mix,0,0
8,0,2,0,0,0.0,Domestic Shorthair Mix,1,0
8,6,2,6,1,0.0,Carolina Dog Mix,0,0
1,36,1,36,1,1.0,Domestic Longhair Mix,0,0
6,1,2,1,0,0.0,Labrador Retriever/Plott Hound,0,0
11,3,0,3,0,1.0,Domestic Shorthair Mix,0,0
3,2,2,2,1,1.0,Carolina Dog Mix,0,0
10,7,1,7,0,0.0,Miniature Schnauzer Mix,0,0
12,6,0,6,0,1.0,Domestic Shorthair Mix,0,0
3,2,0,2,0,1.0,Domestic Medium Hair Mix,1,0
8,4,0,4,1,1.0,Domestic Shorthair Mix,0,0
1,132,0,132,1,1.0,Domestic Shorthair Mix,0,0
7,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
4,12,4,12,1,0.0,Border Collie Mix,0,0
3,12,0,12,1,1.0,Chihuahua Shorthair Mix,0,1
10,72,2,72,0,1.0,Labrador Retriever Mix,0,0
9,3,0,3,1,1.0,Domestic Medium Hair Mix,0,0
6,12,2,12,0,0.0,Domestic Shorthair Mix,0,0
10,24,2,24,0,0.0,Domestic Shorthair Mix,0,0
6,84,1,84,0,1.0,Lhasa Apso Mix,0,0
6,12,2,12,1,1.0,Domestic Shorthair Mix,0,0
8,12,2,12,1,0.0,Domestic Shorthair Mix,0,0
2,24,2,24,1,1.0,Labrador Retriever Mix,1,0
6,24,2,24,1,1.0,Domestic Shorthair Mix,0,0
1,4,0,4,1,1.0,Domestic Shorthair Mix,0,0
8,0,2,0,1,0.0,Domestic Shorthair Mix,0,0
10,0,2,0,0,0.0,Domestic Medium Hair Mix,0,0
4,12,2,12,1,0.0,Cairn Terrier Mix,0,0
2,48,0,48,1,1.0,Domestic Longhair Mix,0,0
6,48,2,48,0,0.0,Manchester Terrier Mix,0,0
1,3,2,3,1,1.0,Domestic Shorthair Mix,1,0
4,24,4,24,0,0.0,Domestic Shorthair Mix,0,0
11,2,0,2,1,1.0,Domestic Medium Hair Mix,0,0
11,3,0,3,0,1.0,Domestic Shorthair Mix,1,0
12,12,1,12,0,1.0,German Shepherd Mix,0,1
10,12,2,12,1,0.0,Domestic Shorthair Mix,0,0
6,2,0,2,1,1.0,Australian Shepherd Mix,0,0
6,0,2,0,2,Unknown,Domestic Shorthair Mix,0,0
2,6,0,6,1,1.0,Domestic Shorthair Mix,0,0
10,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
7,12,2,12,1,1.0,Domestic Shorthair Mix,0,0
11,12,2,12,0,1.0,Labrador Retriever/German Shepherd,0,0
7,2,0,2,1,1.0,Manx Mix,1,0
5,0,4,0,2,Unknown,Domestic Shorthair Mix,0,0
6,1,3,1,0,0.0,Domestic Shorthair Mix,0,0
1,36,1,36,0,1.0,Australian Kelpie Mix,0,0
7,24,2,24,1,0.0,Domestic Longhair Mix,0,0
11,48,0,48,1,1.0,Chihuahua Shorthair Mix,0,1
10,24,1,24,0,1.0,Golden Retriever Mix,0,0
7,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
4,3,0,3,0,1.0,Domestic Shorthair Mix,0,0
10,3,0,3,1,1.0,Labrador Retriever Mix,0,0
3,6,2,6,1,0.0,Domestic Shorthair Mix,0,0
10,2,2,2,0,1.0,Domestic Shorthair Mix,0,0
12,96,0,96,1,1.0,Domestic Shorthair Mix,0,0
9,72,1,72,0,1.0,German Shepherd Mix,1,1
1,24,4,24,1,0.0,Domestic Shorthair Mix,0,0
3,0,2,0,2,Unknown,Domestic Shorthair Mix,0,0
6,0,2,0,2,Unknown,Domestic Shorthair Mix,0,0
5,48,2,48,1,0.0,Domestic Shorthair Mix,0,0
10,24,4,24,1,0.0,Chihuahua Shorthair Mix,0,1
2,1,0,1,0,1.0,English Coonhound/Border Collie,0,0
12,2,2,2,1,1.0,Chesa Bay Retr Mix,0,0
6,0,2,0,2,Unknown,Domestic Shorthair Mix,0,0
11,108,0,108,1,1.0,Domestic Shorthair Mix,0,0
7,9,0,9,0,1.0,Plott Hound/Labrador Retriever,0,0
3,36,4,36,1,1.0,Pit Bull Mix,0,1
8,48,2,48,1,1.0,Bull Terrier Mix,0,0
10,3,2,3,0,1.0,Domestic Shorthair Mix,1,0
7,36,0,36,0,1.0,Domestic Shorthair Mix,0,0
4,0,2,0,0,0.0,Domestic Medium Hair Mix,0,0
10,3,2,3,0,0.0,Domestic Longhair Mix,0,0
2,5,0,5,0,1.0,Domestic Shorthair Mix,0,0
10,12,2,12,1,1.0,Labrador Retriever/German Shepherd,1,0
7,36,2,36,0,0.0,Golden Retriever Mix,0,0
4,0,2,0,1,0.0,Domestic Shorthair Mix,1,0
7,36,2,36,1,1.0,Domestic Shorthair Mix,0,0
8,12,1,12,1,1.0,Boston Terrier Mix,0,0
7,1,2,1,1,0.0,Domestic Shorthair Mix,0,0
10,6,2,6,0,1.0,Border Collie Mix,0,0
3,3,0,3,1,1.0,American Bulldog/Schnauzer Giant,0,0
1,84,0,84,0,1.0,Dogo Argentino/Labrador Retriever,0,0
2,36,1,36,0,0.0,Chihuahua Shorthair Mix,0,1
8,12,1,12,0,1.0,Boston Terrier Mix,0,0
4,12,2,12,0,1.0,Domestic Shorthair Mix,0,0
11,3,2,3,0,0.0,Domestic Shorthair Mix,1,0
1,8,0,8,0,1.0,German Shepherd,0,0
3,48,1,48,0,1.0,Siberian Husky,0,0
8,120,1,120,0,0.0,Queensland Heeler Mix,0,0
8,4,2,4,1,0.0,Labrador Retriever Mix,0,0
5,2,0,2,1,1.0,Labrador Retriever Mix,1,0
10,4,0,4,0,1.0,Domestic Shorthair Mix,0,0
2,12,0,12,0,1.0,Miniature Schnauzer Mix,0,0
12,2,1,2,1,0.0,Dachshund Wirehair Mix,0,0
6,132,1,132,0,1.0,Rat Terrier Mix,0,0
7,2,0,2,0,1.0,Domestic Shorthair Mix,1,0
5,2,0,2,0,1.0,Domestic Shorthair Mix,0,0
