,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,tot_liv_area,1.5Fin,1.5Unf,1Story,2.5Fin,2.5Unf,2Story,SFoyer,SLvl,Flat,Gable,Gambrel,Hip,Mansard,Shed,BrkCmn,BrkFace,NA,None,Stone,BrkTil,CBlock,PConc,Slab,Stone,Wood,N,Y
514,905475520,30,RL,69.05520046484602,11515,Pave,NA,3,Lvl,3,CulDSac,3,1,Norm,Norm,1Fam,1Story,4,5,1958,1994,Gable,CompShg,1,HdBoard,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,N,5,943,0,0,943,0.0,0.0,1,0,3,1,4,5,6,0,0,Detchd,1958.0,1,1.0,308.0,3,3,1,0,0,60,0,0,0,0,0,NA,0,8,2007,1,80000,943.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
515,527302080,50,RL,69.05520046484602,13837,Pave,NA,3,Lvl,3,Corner,3,2,Norm,Norm,1Fam,1.5Fin,7,5,1988,1988,Gable,CompShg,1,HdBoard,BrkFace,178.0,4,4,PConc,4,4,1,6,1002.0,2,202.0,0.0,1204.0,GasA,4,Y,5,1377,806,0,2183,0.0,0.0,2,1,4,1,4,9,8,0,0,Attchd,1988.0,1,3.0,786.0,3,3,3,0,0,0,0,0,0,0,0,NA,0,2,2006,1,229000,3387.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
516,906223090,60,RL,80.0,9938,Pave,NA,4,Lvl,3,Inside,3,2,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,1,MetalSd,BrkFace,246.0,4,3,PConc,4,3,1,6,750.0,1,0.0,300.0,1050.0,GasA,5,Y,5,1062,887,0,1949,1.0,0.0,2,1,3,1,4,8,8,1,3,Attchd,1993.0,3,2.0,574.0,3,3,3,156,90,0,0,0,0,0,4,NA,0,6,2010,1,236000,2699.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
517,921128030,20,RL,85.0,12633,Pave,NA,3,HLS,3,Inside,3,3,PosA,PosA,1Fam,1Story,10,5,2006,2007,Hip,CompShg,1,MetalSd,BrkFace,242.0,5,3,PConc,5,3,4,1,0.0,1,0.0,1824.0,1824.0,GasA,5,Y,5,1824,0,0,1824,0.0,0.0,2,0,3,1,5,8,8,1,4,Attchd,2006.0,3,3.0,932.0,3,3,3,160,36,0,0,108,0,0,0,NA,0,9,2007,3,392000,1824.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
518,903451090,70,RM,57.0,6876,Pave,NA,4,Lvl,3,Inside,3,1,Norm,Norm,1Fam,2Story,6,5,1927,1950,Gable,CompShg,2,Plywood,None,0.0,3,3,CBlock,3,2,1,4,522.0,1,0.0,198.0,720.0,GasA,2,Y,5,1146,784,0,1930,1.0,0.0,2,0,4,1,3,8,8,0,0,Attchd,1927.0,1,1.0,316.0,3,3,3,0,0,213,0,0,0,0,3,NA,0,8,2009,1,149000,2452.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
519,533236090,160,FV,36.0,3951,Pave,Pave,3,Lvl,3,Inside,3,3,Norm,Norm,TwnhsE,2Story,10,5,1998,1999,Gable,CompShg,2,MetalSd,None,0.0,5,3,PConc,4,3,2,4,128.0,6,842.0,0.0,970.0,GasA,5,Y,5,1469,924,0,2393,1.0,0.0,2,1,2,1,5,7,8,1,3,Attchd,1998.0,3,2.0,846.0,3,3,3,0,90,0,0,94,0,0,0,NA,0,2,2008,1,345000,3363.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
520,902100110,70,RM,62.0,9856,Pave,Grvl,4,Lvl,3,Corner,3,1,Norm,Norm,1Fam,2Story,5,8,1900,2005,Hip,CompShg,3,CmentBd,None,0.0,4,4,PConc,2,3,1,1,0.0,1,0.0,716.0,716.0,GasA,5,Y,4,1007,1007,0,2014,0.0,0.0,2,0,5,1,3,8,8,0,0,Detchd,1900.0,1,2.0,624.0,3,3,3,0,72,167,0,0,0,0,0,NA,0,6,2006,1,169000,2014.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
521,905377050,20,RL,84.0,17808,Pave,NA,4,Lvl,3,Inside,3,1,Feedr,Norm,1Fam,1Story,4,5,1946,1950,Gable,CompShg,1,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,484.0,484.0,GasA,3,N,5,1242,0,0,1242,0.0,0.0,1,0,2,1,3,4,5,0,0,Attchd,1946.0,1,1.0,336.0,3,3,1,0,0,0,0,0,0,0,0,NA,0,7,2007,1,109900,1242.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
522,924151050,60,RL,74.0,9627,Pave,NA,4,Lvl,3,Inside,2,2,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,1,HdBoard,BrkFace,94.0,3,3,PConc,4,3,3,2,758.0,1,0.0,238.0,996.0,GasA,5,Y,5,996,1004,0,2000,0.0,0.0,2,1,3,1,3,9,8,1,3,Attchd,1993.0,3,3.0,650.0,3,3,3,190,48,0,0,0,0,0,0,NA,0,11,2006,1,188000,2758.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
523,903227090,50,RM,50.0,6000,Pave,NA,4,Lvl,3,Inside,3,1,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,1,MetalSd,None,0.0,3,2,CBlock,3,3,1,1,0.0,1,0.0,780.0,780.0,GasA,5,Y,3,825,587,0,1412,0.0,0.0,1,0,4,1,3,6,8,1,4,Detchd,1939.0,1,1.0,280.0,3,3,3,45,0,0,0,0,0,0,0,NA,0,5,2009,1,132500,1412.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
524,907126050,20,RL,65.0,9757,Pave,NA,4,Low,3,Inside,2,3,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,3,VinylSd,None,0.0,3,4,PConc,3,3,1,5,755.0,1,0.0,235.0,990.0,GasA,5,Y,5,990,0,0,990,1.0,0.0,1,0,3,1,3,5,8,0,0,Attchd,1995.0,2,1.0,440.0,3,3,3,66,0,0,0,92,0,0,0,NA,0,10,2009,1,143000,1745.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
525,905478140,20,RL,58.0,9280,Pave,NA,4,Lvl,3,Inside,3,1,Norm,Norm,1Fam,1Story,5,6,1951,1951,Gable,CompShg,1,Wd Sdng,None,0.0,3,3,CBlock,2,3,1,5,557.0,1,0.0,785.0,1342.0,GasA,5,Y,5,1342,0,0,1342,1.0,0.0,1,0,4,1,3,7,8,0,0,Detchd,1951.0,1,1.0,256.0,3,3,3,0,0,0,0,0,0,0,0,NA,0,4,2007,1,125000,1899.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
526,528114010,20,RL,120.0,14780,Pave,NA,3,HLS,3,Corner,2,3,Norm,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,3,VinylSd,BrkFace,568.0,5,3,PConc,5,3,4,6,1505.0,1,0.0,363.0,1868.0,GasA,5,Y,5,1868,0,0,1868,1.0,0.0,2,0,2,1,5,7,8,1,4,Attchd,2005.0,3,3.0,1085.0,3,3,3,354,56,0,0,156,0,0,0,NA,0,6,2006,1,415000,3373.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
527,902402130,70,RM,60.0,7740,Pave,NA,4,Lvl,3,Inside,3,1,Norm,Norm,1Fam,2Story,4,7,1910,1950,Gable,CompShg,3,VinylSd,None,0.0,3,3,CBlock,2,3,1,1,0.0,1,0.0,622.0,622.0,GasA,4,Y,5,741,622,0,1363,0.0,0.0,1,0,3,1,3,6,8,0,0,Detchd,1966.0,1,2.0,528.0,3,3,3,0,0,0,0,168,0,0,0,NA,0,6,2010,1,125500,1363.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
528,535175030,20,RL,80.0,9600,Pave,NA,4,Lvl,3,Inside,3,1,Feedr,Norm,1Fam,1Story,6,6,1958,1988,Hip,CompShg,1,Wd Sdng,BrkCmn,183.0,3,3,CBlock,3,3,1,3,620.0,2,620.0,0.0,1240.0,GasA,4,Y,5,1632,0,0,1632,1.0,0.0,2,0,3,1,3,6,7,1,4,Attchd,1958.0,2,1.0,338.0,3,3,3,289,0,0,0,0,0,0,3,NA,0,4,2009,1,139000,2872.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
529,528110010,60,RL,97.0,13478,Pave,NA,3,Lvl,3,Corner,3,3,Norm,Norm,1Fam,2Story,10,5,2008,2008,Gable,CompShg,3,CmentBd,Stone,420.0,5,3,PConc,5,3,4,6,1338.0,1,0.0,384.0,1722.0,GasA,5,Y,5,1728,568,0,2296,1.0,0.0,2,1,3,1,5,10,8,1,4,BuiltIn,2008.0,2,3.0,842.0,3,3,3,382,274,0,0,0,0,0,0,NA,0,6,2009,2,451950,3634.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
530,908275040,90,RL,65.0,10926,Pave,NA,4,Lvl,3,Inside,3,1,Norm,Norm,Duplex,1Story,5,5,1959,1959,Hip,CompShg,3,VinylSd,BrkFace,74.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1678.0,1678.0,GasA,3,Y,5,1678,0,0,1678,0.0,0.0,2,0,6,2,3,10,8,0,0,NA,1978.7077955601446,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,NA,0,8,2009,1,119900,1678.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
531,916455070,20,RL,69.05520046484602,6853,Pave,NA,3,Lvl,3,Inside,3,3,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,3,VinylSd,BrkFace,136.0,4,3,PConc,5,3,1,6,1005.0,1,0.0,262.0,1267.0,GasA,5,Y,5,1296,0,0,1296,1.0,0.0,2,0,2,1,4,6,8,0,0,Attchd,2001.0,3,2.0,471.0,3,3,3,192,25,0,0,0,0,0,0,NA,0,6,2009,1,220000,2301.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
532,526352080,20,RL,85.0,10667,Pave,NA,4,Lvl,3,Inside,3,1,Norm,Norm,1Fam,1Story,6,6,1971,1971,Gable,CompShg,1,MetalSd,BrkFace,302.0,3,3,CBlock,3,3,1,4,838.0,1,0.0,749.0,1587.0,GasA,3,Y,5,1587,0,0,1587,0.0,0.0,2,0,3,1,3,7,8,1,4,Attchd,1971.0,1,2.0,525.0,3,3,3,0,44,0,0,0,0,0,0,NA,0,3,2007,1,167300,2425.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
533,909101100,50,RL,45.0,8212,Pave,Grvl,4,Lvl,3,Inside,3,1,Norm,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,1,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,626.0,1,0.0,94.0,720.0,GasA,5,Y,5,854,444,0,1298,0.0,0.0,1,0,3,1,3,6,8,2,4,Detchd,1940.0,1,1.0,256.0,3,3,3,84,0,0,0,0,0,0,0,NA,0,9,2009,1,122000,1924.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
534,532351090,90,RM,70.0,9100,Pave,NA,4,Lvl,3,Inside,3,1,RRAe,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,1,HdBoard,BrkFace,336.0,3,3,CBlock,3,3,1,3,1332.0,1,0.0,396.0,1728.0,GasA,3,Y,5,1728,0,0,1728,1.0,0.0,2,0,6,2,3,10,8,0,0,Detchd,1963.0,1,2.0,504.0,3,3,3,0,0,0,0,0,0,0,0,NA,0,11,2006,2,125000,3060.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
535,902205090,20,RM,50.0,6000,Pave,NA,4,Lvl,3,Inside,3,1,Norm,Norm,1Fam,1Story,5,6,1957,1957,Hip,CompShg,2,BrkFace,None,0.0,3,3,CBlock,3,3,1,3,308.0,1,0.0,620.0,928.0,GasA,4,Y,4,928,0,0,928,0.0,0.0,1,0,3,1,3,5,8,0,0,Attchd,1957.0,3,1.0,288.0,3,3,3,0,0,0,0,0,0,0,0,NA,0,6,2008,1,112500,1236.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
536,906394020,60,RL,78.0,9316,Pave,NA,4,Lvl,3,Inside,3,3,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,3,VinylSd,None,0.0,4,3,PConc,4,3,4,1,0.0,1,0.0,879.0,879.0,GasA,5,Y,5,879,916,0,1795,0.0,0.0,2,1,3,1,4,7,8,0,0,Attchd,2005.0,2,2.0,578.0,3,3,3,164,111,0,0,0,0,0,0,NA,0,10,2007,1,191000,1795.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
537,535180100,20,RL,75.0,9464,Pave,NA,4,Lvl,3,Corner,3,1,Norm,Norm,1Fam,1Story,6,7,1958,1958,Hip,CompShg,1,MetalSd,BrkFace,135.0,3,4,CBlock,3,3,1,4,570.0,1,0.0,510.0,1080.0,GasA,4,Y,5,1080,0,0,1080,0.0,0.0,1,0,3,1,3,5,8,0,0,Attchd,1958.0,1,1.0,288.0,3,3,3,0,0,0,0,130,0,0,0,NA,0,6,2008,1,136000,1650.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
538,907175100,60,RL,80.0,10400,Pave,NA,4,Lvl,3,Corner,3,3,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,3,VinylSd,None,0.0,3,3,PConc,4,3,3,1,0.0,1,0.0,866.0,866.0,GasA,5,Y,5,866,913,0,1779,0.0,0.0,2,1,3,1,4,6,8,0,0,Attchd,1998.0,2,2.0,546.0,3,3,3,198,36,0,0,0,0,0,0,NA,0,3,2009,1,197900,1779.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
539,903430090,50,RM,59.0,5310,Pave,NA,4,Lvl,3,Corner,3,1,Feedr,Norm,1Fam,1.5Fin,6,8,1910,2003,Hip,CompShg,3,VinylSd,None,0.0,3,4,CBlock,3,2,1,1,0.0,1,0.0,485.0,485.0,GasA,4,Y,5,1001,634,0,1635,0.0,0.0,1,0,2,1,4,5,8,0,0,Attchd,1950.0,1,1.0,255.0,2,3,3,394,0,0,0,0,0,0,0,NA,0,6,2006,1,117000,1635.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
540,906380170,20,RL,64.0,7406,Pave,NA,4,Lvl,3,Inside,3,3,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,3,VinylSd,Stone,84.0,4,3,PConc,4,3,3,6,684.0,1,0.0,515.0,1199.0,GasA,5,Y,5,1220,0,0,1220,1.0,0.0,2,0,2,1,4,6,8,0,0,Attchd,2006.0,2,2.0,632.0,3,3,3,105,54,0,0,0,0,0,0,NA,0,7,2006,3,194000,1904.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
541,533215030,120,FV,69.05520046484602,4538,Pave,NA,3,Lvl,3,Inside,3,3,Norm,Norm,TwnhsE,1Story,9,5,2001,2001,Gable,CompShg,3,VinylSd,BrkFace,179.0,4,3,PConc,5,3,3,6,1004.0,1,0.0,306.0,1310.0,GasA,5,Y,5,1310,0,0,1310,1.0,0.0,1,1,1,1,4,5,8,1,3,Attchd,2001.0,2,2.0,545.0,3,3,3,277,45,0,0,0,0,0,0,NA,0,7,2008,1,285000,2314.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
542,904351280,190,RL,62.0,10106,Pave,NA,4,Lvl,3,Inside,3,1,Norm,Norm,2fmCon,1.5Fin,5,7,1940,1999,Gable,CompShg,1,Wd Sdng,None,0.0,3,4,BrkTil,3,3,1,5,351.0,3,181.0,112.0,644.0,GasA,4,Y,5,808,547,0,1355,1.0,0.0,2,0,4,2,3,6,8,0,0,NA,1978.7077955601446,0,0.0,0.0,0,0,3,140,0,0,0,0,0,0,0,NA,0,9,2008,1,127500,1887.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
543,533128030,60,RL,69.05520046484602,13346,Pave,NA,3,Lvl,3,CulDSac,3,3,Norm,Norm,1Fam,2Story,7,5,1992,2000,Gable,CompShg,1,HdBoard,None,0.0,4,3,PConc,4,3,1,6,728.0,1,0.0,367.0,1095.0,GasA,5,Y,5,1166,1129,0,2295,1.0,0.0,2,1,4,1,4,9,8,1,3,Attchd,1992.0,2,2.0,590.0,3,3,3,0,40,0,0,0,0,0,0,NA,0,7,2006,1,268000,3023.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
544,902206270,70,RM,57.0,9639,Pave,NA,4,Lvl,3,Inside,3,1,Artery,Norm,1Fam,2Story,4,8,1900,1950,Gable,CompShg,1,MetalSd,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,1075.0,1075.0,GasA,5,Y,5,1156,642,0,1798,0.0,0.0,2,1,4,1,3,7,8,0,0,Detchd,1935.0,1,2.0,342.0,3,3,1,0,0,160,0,0,0,0,3,NA,0,5,2007,1,137000,1798.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
545,534129060,20,RL,69.05520046484602,15387,Pave,NA,3,Lvl,3,CulDSac,3,2,Norm,Norm,1Fam,1Story,7,7,1967,1967,Gable,CompShg,2,Plywood,None,0.0,3,3,CBlock,3,3,1,5,603.0,4,294.0,723.0,1620.0,GasA,5,Y,5,1620,0,0,1620,0.0,0.0,2,0,4,1,4,8,8,1,4,Attchd,1967.0,1,2.0,578.0,3,3,3,0,62,192,0,0,0,0,0,Shed,450,8,2008,1,215000,2517.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
546,535300040,20,RL,75.0,10050,Pave,NA,4,Lvl,3,Inside,3,1,Norm,Norm,1Fam,1Story,5,5,1955,1955,Hip,CompShg,1,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,288.0,1,0.0,928.0,1216.0,GasA,3,Y,5,1216,0,0,1216,1.0,0.0,1,0,3,1,3,5,8,0,0,Attchd,1955.0,2,1.0,336.0,3,3,3,0,0,0,0,0,0,0,0,NA,0,8,2007,1,129500,1504.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
547,903231190,50,RM,69.05520046484602,6240,Pave,NA,4,Lvl,3,Inside,3,1,Norm,Norm,1Fam,1.5Fin,5,4,1936,1950,Gable,CompShg,1,MetalSd,None,0.0,3,3,BrkTil,4,3,1,1,0.0,1,0.0,896.0,896.0,GasA,4,Y,4,896,448,0,1344,0.0,0.0,1,0,3,1,3,7,8,0,0,Detchd,1936.0,1,1.0,240.0,2,3,3,200,114,0,0,0,0,0,0,NA,0,4,2006,1,115000,1344.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
548,535375160,50,RL,45.0,7506,Pave,NA,4,Lvl,3,Corner,3,1,Norm,Norm,1Fam,1.5Fin,5,8,1925,1950,Gable,CompShg,3,VinylSd,None,0.0,3,4,PConc,3,3,1,1,0.0,1,0.0,747.0,747.0,GasA,3,Y,5,747,412,0,1159,0.0,0.0,1,0,3,1,3,5,8,0,0,Detchd,1932.0,1,1.0,288.0,2,3,1,84,0,96,0,0,0,0,0,NA,0,5,2008,1,114000,1159.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
549,531478010,20,RH,69.05520046484602,8900,Pave,NA,4,Lvl,3,Inside,3,2,Norm,Norm,1Fam,1Story,4,4,1966,1966,Gable,CompShg,1,HdBoard,None,0.0,3,3,CBlock,3,3,1,3,1056.0,1,0.0,0.0,1056.0,GasA,3,Y,5,1056,0,0,1056,1.0,0.0,1,0,2,1,3,5,8,0,0,Detchd,1966.0,1,1.0,384.0,3,3,3,0,42,0,0,0,0,0,3,NA,0,11,2006,1,107000,2112.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
550,535352080,50,RL,80.0,8480,Pave,NA,4,Lvl,3,Inside,3,1,Norm,Norm,1Fam,1.5Fin,5,5,1947,1950,Gable,CompShg,1,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,442.0,1,0.0,390.0,832.0,GasA,3,Y,5,832,384,0,1216,0.0,0.0,1,0,2,1,3,6,8,0,0,Detchd,1947.0,1,1.0,336.0,3,3,3,158,0,102,0,0,0,0,0,NA,0,10,2008,1,118500,1658.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
551,903227080,50,RM,50.0,6000,Pave,NA,4,Lvl,3,Corner,3,1,Norm,Norm,1Fam,1.5Fin,6,7,1929,1950,Gable,CompShg,2,Wd Shng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,862.0,862.0,GasA,3,Y,5,950,208,0,1158,0.0,0.0,1,0,3,1,3,5,8,1,4,BuiltIn,1929.0,2,1.0,208.0,3,3,3,0,0,112,0,0,0,0,0,NA,0,7,2008,1,120000,1158.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
552,528439040,20,RL,74.0,8847,Pave,NA,4,Lvl,3,Inside,3,3,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,3,VinylSd,BrkFace,148.0,4,3,PConc,4,3,3,6,769.0,1,0.0,769.0,1538.0,GasA,5,Y,5,1538,0,0,1538,1.0,0.0,2,0,3,1,4,7,8,0,0,Attchd,2005.0,2,2.0,484.0,3,3,3,146,40,0,0,0,0,0,0,NA,0,12,2007,1,260000,2307.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
553,535152130,20,RL,69.05520046484602,8050,Pave,NA,3,Lvl,3,Inside,3,1,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,1,MetalSd,BrkFace,150.0,3,3,CBlock,3,3,1,4,856.0,3,162.0,125.0,1143.0,GasA,3,Y,5,1143,0,0,1143,1.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,1959.0,2,1.0,308.0,3,3,3,0,0,0,0,0,0,0,4,NA,0,5,2010,1,136000,2161.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
554,527404140,20,RL,70.0,8294,Pave,NA,4,Lvl,3,Inside,3,1,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,1,MetalSd,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,858.0,858.0,GasA,3,Y,5,872,0,0,872,0.0,0.0,1,0,3,1,3,5,8,0,0,Detchd,1974.0,1,4.0,480.0,3,3,3,0,0,0,0,0,0,0,2,NA,0,6,2007,1,123000,872.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
555,903458110,50,RM,69.05520046484602,7920,Pave,Grvl,3,Lvl,3,Inside,3,1,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,1,MetalSd,None,0.0,3,2,CBlock,3,3,1,1,0.0,1,0.0,319.0,319.0,GasA,3,Y,4,1035,371,0,1406,0.0,0.0,1,0,3,1,2,6,8,0,0,NA,1978.7077955601446,0,0.0,0.0,0,0,1,0,144,0,0,0,0,0,3,NA,0,3,2008,1,89500,1406.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
556,528218150,20,RL,100.0,18494,Pave,NA,3,Lvl,3,Corner,3,2,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,3,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1324.0,1324.0,GasA,5,Y,5,1324,0,0,1324,0.0,0.0,2,0,3,1,4,6,8,0,0,Attchd,2005.0,3,2.0,430.0,3,3,3,36,23,0,0,0,0,0,0,NA,0,1,2010,1,199500,1324.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
557,905104080,20,RL,69.05520046484602,7162,Pave,NA,3,Lvl,3,Inside,3,1,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,1,HdBoard,BrkCmn,41.0,3,3,PConc,3,3,1,1,0.0,1,0.0,876.0,876.0,GasA,3,Y,5,904,0,0,904,0.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,1966.0,1,1.0,408.0,3,3,3,0,0,0,0,0,0,0,3,NA,0,12,2008,1,109900,904.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
558,909257050,70,RL,53.0,10918,Pave,NA,4,Lvl,3,Inside,3,3,Norm,Norm,1Fam,2Story,7,9,1926,2004,Gambrel,CompShg,1,MetalSd,None,0.0,4,3,BrkTil,4,3,1,1,0.0,1,0.0,1276.0,1276.0,GasA,5,Y,5,1276,804,0,2080,0.0,0.0,1,1,3,1,4,9,8,2,4,Detchd,1926.0,1,1.0,282.0,3,3,3,0,0,0,0,145,0,0,3,NA,0,6,2009,1,234000,2080.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
